71,71,71,71,68,64,61,61,61,61,0
71,71,71,68,64,61,61,61,61,61,0
71,71,68,64,61,61,61,61,61,61,0
71,68,64,61,61,61,61,61,61,62,0
68,64,61,61,61,61,61,61,62,62,0
64,61,61,61,61,61,61,62,62,62,0
61,61,61,61,61,61,62,62,62,62,0
61,61,61,61,61,62,62,62,62,62,0
61,61,61,61,62,62,62,62,62,62,0
61,61,61,62,62,62,62,62,62,63,0
61,61,62,62,62,62,62,62,63,63,0
61,62,62,62,62,62,62,63,63,63,0
62,62,62,62,62,62,63,63,63,63,0
62,62,62,62,62,63,63,63,63,63,0
62,62,62,62,63,63,63,63,63,65,0
62,62,62,63,63,63,63,63,65,65,0
62,62,63,63,63,63,63,65,65,66,0
62,63,63,63,63,63,65,65,66,68,0
63,63,63,63,63,65,65,66,68,72,0
63,63,63,63,65,65,66,68,72,72,0
63,63,63,65,65,66,68,72,72,72,0
63,63,65,65,66,68,72,72,72,72,0
63,65,65,66,68,72,72,72,72,72,0
65,65,66,68,72,72,72,72,72,73,0
65,66,68,72,72,72,72,72,73,73,0
66,68,72,72,72,72,72,73,73,74,0
68,72,72,72,72,72,73,73,74,74,0
72,72,72,72,72,73,73,74,74,74,0
72,72,72,72,73,73,74,74,74,74,0
72,72,72,73,73,74,74,74,74,74,0
72,72,73,73,74,74,74,74,74,74,0
72,73,73,74,74,74,74,74,74,74,0
73,73,74,74,74,74,74,74,74,74,0
73,74,74,74,74,74,74,74,74,75,0
74,74,74,74,74,74,74,74,75,78,0
74,74,74,74,74,74,74,75,78,78,0
74,74,74,74,74,74,75,78,78,80,0
74,74,74,74,74,75,78,78,80,80,0
74,74,74,74,75,78,78,80,80,81,0
74,74,74,75,78,78,80,80,81,82,0
74,74,75,78,78,80,80,81,82,82,0
74,75,78,78,80,80,81,82,82,81,0
75,78,78,80,80,81,82,82,81,81,0
78,78,80,80,81,82,82,81,81,80,0
78,80,80,81,82,82,81,81,80,77,0
80,80,81,82,82,81,81,80,77,77,0
80,81,82,82,81,81,80,77,77,76,0
81,82,82,81,81,80,77,77,76,76,0
82,82,81,81,80,77,77,76,76,77,0
82,81,81,80,77,77,76,76,77,77,0
81,81,80,77,77,76,76,77,77,78,0
81,80,77,77,76,76,77,77,78,77,0
80,77,77,76,76,77,77,78,77,77,0
77,77,76,76,77,77,78,77,77,77,0
77,76,76,77,77,78,77,77,77,77,0
76,76,77,77,78,77,77,77,77,77,0
76,77,77,78,77,77,77,77,77,77,0
77,77,78,77,77,77,77,77,77,77,0
77,78,77,77,77,77,77,77,77,77,0
78,77,77,77,77,77,77,77,77,77,0
77,77,77,77,77,77,77,77,77,77,0
77,77,77,77,77,77,77,77,77,77,0
77,77,77,77,77,77,77,77,77,77,0
77,77,77,77,77,77,77,77,77,77,0
77,77,77,77,77,77,77,77,77,77,0
77,77,77,77,77,77,77,77,77,78,0
77,77,77,77,77,77,77,77,78,79,0
77,77,77,77,77,77,77,78,79,80,0
77,77,77,77,77,77,78,79,80,80,0
77,77,77,77,77,78,79,80,80,79,0
77,77,77,77,78,79,80,80,79,79,0
77,77,77,78,79,80,80,79,79,79,0
77,77,78,79,80,80,79,79,79,77,0
77,78,79,80,80,79,79,79,77,75,0
78,79,80,80,79,79,79,77,75,74,0
79,80,80,79,79,79,77,75,74,80,0
80,80,79,79,79,77,75,74,80,80,0
80,79,79,79,77,75,74,80,80,80,0
79,79,79,77,75,74,80,80,80,84,0
79,79,77,75,74,80,80,80,84,86,0
79,77,75,74,80,80,80,84,86,88,0
77,75,74,80,80,80,84,86,88,89,0
75,74,80,80,80,84,86,88,89,89,0
74,80,80,80,84,86,88,89,89,89,0
80,80,80,84,86,88,89,89,89,90,0
80,80,84,86,88,89,89,89,90,91,0
80,84,86,88,89,89,89,90,91,92,0
84,86,88,89,89,89,90,91,92,93,0
86,88,89,89,89,90,91,92,93,94,0
88,89,89,89,90,91,92,93,94,94,0
89,89,89,90,91,92,93,94,94,96,0
89,89,90,91,92,93,94,94,96,97,0
89,90,91,92,93,94,94,96,97,97,0
90,91,92,93,94,94,96,97,97,95,0
91,92,93,94,94,96,97,97,95,93,0
92,93,94,94,96,97,97,95,93,88,0
93,94,94,96,97,97,95,93,88,89,0
94,94,96,97,97,95,93,88,89,88,0
94,96,97,97,95,93,88,89,88,87,0
96,97,97,95,93,88,89,88,87,88,0
97,97,95,93,88,89,88,87,88,91,0
97,95,93,88,89,88,87,88,91,93,0
95,93,88,89,88,87,88,91,93,95,0
93,88,89,88,87,88,91,93,95,95,0
88,89,88,87,88,91,93,95,95,95,0
89,88,87,88,91,93,95,95,95,95,0
88,87,88,91,93,95,95,95,95,94,0
87,88,91,93,95,95,95,95,94,94,0
88,91,93,95,95,95,95,94,94,94,0
91,93,95,95,95,95,94,94,94,96,0
93,95,95,95,95,94,94,94,96,96,0
95,95,95,95,94,94,94,96,96,95,0
95,95,95,94,94,94,96,96,95,95,0
95,95,94,94,94,96,96,95,95,93,0
95,94,94,94,96,96,95,95,93,93,0
94,94,94,96,96,95,95,93,93,92,0
94,94,96,96,95,95,93,93,92,93,0
94,96,96,95,95,93,93,92,93,93,0
96,96,95,95,93,93,92,93,93,95,0
96,95,95,93,93,92,93,93,95,95,0
95,95,93,93,92,93,93,95,95,94,0
95,93,93,92,93,93,95,95,94,92,0
93,93,92,93,93,95,95,94,92,92,0
93,92,93,93,95,95,94,92,92,93,0
92,93,93,95,95,94,92,92,93,93,0
93,93,95,95,94,92,92,93,93,93,0
93,95,95,94,92,92,93,93,93,92,0
95,95,94,92,92,93,93,93,92,93,0
95,94,92,92,93,93,93,92,93,91,0
94,92,92,93,93,93,92,93,91,91,0
92,92,93,93,93,92,93,91,91,90,0
92,93,93,93,92,93,91,91,90,89,0
93,93,93,92,93,91,91,90,89,89,0
93,93,92,93,91,91,90,89,89,89,0
93,92,93,91,91,90,89,89,89,90,0
92,93,91,91,90,89,89,89,90,90,0
93,91,91,90,89,89,89,90,90,91,0
91,91,90,89,89,89,90,90,91,91,0
91,90,89,89,89,90,90,91,91,90,0
90,89,89,89,90,90,91,91,90,90,0
89,89,89,90,90,91,91,90,90,92,0
89,89,90,90,91,91,90,90,92,92,0
89,90,90,91,91,90,90,92,92,93,0
90,90,91,91,90,90,92,92,93,92,0
90,91,91,90,90,92,92,93,92,92,0
91,91,90,90,92,92,93,92,92,91,0
90,90,92,92,93,92,92,91,89,91,0
90,92,92,93,92,92,91,89,91,87,0
92,92,93,92,92,91,89,91,87,86,0
92,93,92,92,91,89,91,87,86,84,0
93,92,92,91,89,91,87,86,84,82,0
92,92,91,89,91,87,86,84,82,81,0
92,91,89,91,87,86,84,82,81,80,0
91,89,91,87,86,84,82,81,80,80,0
89,91,87,86,84,82,81,80,80,80,0
91,87,86,84,82,81,80,80,80,81,0
87,86,84,82,81,80,80,80,81,82,0
86,84,82,81,80,80,80,81,82,83,0
84,82,81,80,80,80,81,82,83,84,0
82,81,80,80,80,81,82,83,84,84,0
81,80,80,80,81,82,83,84,84,85,0
80,80,80,81,82,83,84,84,85,86,0
80,80,81,82,83,84,84,85,86,86,0
80,81,82,83,84,84,85,86,86,89,0
81,82,83,84,84,85,86,86,89,90,0
82,83,84,84,85,86,86,89,90,91,0
83,84,84,85,86,86,89,90,91,93,0
84,84,85,86,86,89,90,91,93,94,0
84,85,86,86,89,90,91,93,94,94,0
85,86,86,89,90,91,93,94,94,93,0
86,86,89,90,91,93,94,94,93,93,0
86,89,90,91,93,94,94,93,93,93,0
89,90,91,93,94,94,93,93,93,88,0
90,91,93,94,94,93,93,93,88,80,0
91,93,94,94,93,93,93,88,80,79,0
93,94,94,93,93,93,88,80,79,78,0
94,94,93,93,93,88,80,79,78,76,0
94,93,93,93,88,80,79,78,76,76,0
93,93,93,88,80,79,78,76,76,78,0
93,93,88,80,79,78,76,76,78,79,0
93,88,80,79,78,76,76,78,79,82,0
88,80,79,78,76,76,78,79,82,85,0
80,79,78,76,76,78,79,82,85,87,0
79,78,76,76,78,79,82,85,87,89,0
78,76,76,78,79,82,85,87,89,93,0
76,76,78,79,82,85,87,89,93,98,0
76,78,79,82,85,87,89,93,98,100,0
78,79,82,85,87,89,93,98,100,101,0
79,82,85,87,89,93,98,100,101,98,0
82,85,87,89,93,98,100,101,98,96,0
85,87,89,93,98,100,101,98,96,94,0
87,89,93,98,100,101,98,96,94,91,0
89,93,98,100,101,98,96,94,91,85,0
93,98,100,101,98,96,94,91,85,83,0
98,100,101,98,96,94,91,85,83,82,0
100,101,98,96,94,91,85,83,82,81,0
101,98,96,94,91,85,83,82,81,78,0
98,96,94,91,85,83,82,81,78,78,0
96,94,91,85,83,82,81,78,78,79,0
94,91,85,83,82,81,78,78,79,79,0
91,85,83,82,81,78,78,79,79,80,0
85,83,82,81,78,78,79,79,80,80,0
83,82,81,78,78,79,79,80,80,81,0
82,81,78,78,79,79,80,80,81,82,0
81,78,78,79,79,80,80,81,82,83,0
78,78,79,79,80,80,81,82,83,84,0
78,79,79,80,80,81,82,83,84,84,0
79,79,80,80,81,82,83,84,84,84,0
79,80,80,81,82,83,84,84,84,84,0
80,80,81,82,83,84,84,84,84,84,0
80,81,82,83,84,84,84,84,84,84,0
81,82,83,84,84,84,84,84,84,84,0
82,83,84,84,84,84,84,84,84,85,0
83,84,84,84,84,84,84,84,85,86,0
84,84,84,84,84,84,84,85,86,87,0
84,84,84,84,84,84,85,86,87,88,0
84,84,84,84,84,85,86,87,88,89,0
84,84,84,84,85,86,87,88,89,87,0
84,84,84,85,86,87,88,89,87,85,0
84,84,85,86,87,88,89,87,85,84,0
84,85,86,87,88,89,87,85,84,83,0
85,86,87,88,89,87,85,84,83,83,0
86,87,88,89,87,85,84,83,83,83,0
87,88,89,87,85,84,83,83,83,83,0
88,89,87,85,84,83,83,83,83,83,0
89,87,85,84,83,83,83,83,83,83,0
87,85,84,83,83,83,83,83,83,83,0
85,84,83,83,83,83,83,83,83,85,0
84,83,83,83,83,83,83,83,85,86,0
83,83,83,83,83,83,83,85,86,86,0
83,83,83,83,83,83,85,86,86,86,0
83,83,83,83,83,85,86,86,86,85,0
83,83,83,83,85,86,86,86,85,85,0
83,83,83,85,86,86,86,85,85,85,0
83,83,85,86,86,86,85,85,85,87,0
83,85,86,86,86,85,85,85,87,87,0
85,86,86,86,85,85,85,87,87,85,0
86,86,86,85,85,85,87,87,85,85,0
86,86,85,85,85,87,87,85,85,86,0
86,85,85,85,87,87,85,85,86,87,0
85,85,85,87,87,85,85,86,87,86,0
85,85,87,87,85,85,86,87,86,85,0
85,87,87,85,85,86,87,86,85,84,0
87,87,85,85,86,87,86,85,84,83,0
87,85,85,86,87,86,85,84,83,83,0
85,85,86,87,86,85,84,83,83,84,0
85,86,87,86,85,84,83,83,84,84,0
86,87,86,85,84,83,83,84,84,84,0
87,86,85,84,83,83,84,84,84,85,0
86,85,84,83,83,84,84,84,85,86,0
85,84,83,83,84,84,84,85,86,86,0
84,83,83,84,84,84,85,86,86,86,0
83,83,84,84,84,85,86,86,86,87,0
83,84,84,84,85,86,86,86,87,87,0
84,84,84,85,86,86,86,87,87,87,0
84,84,85,86,86,86,87,87,87,86,0
84,85,86,86,86,87,87,87,86,86,0
85,86,86,86,87,87,87,86,86,85,0
86,86,86,87,87,87,86,86,85,85,0
86,86,87,87,87,86,86,85,85,82,0
86,87,87,87,86,86,85,85,82,82,0
87,87,87,86,86,85,85,82,82,82,0
87,87,86,86,85,85,82,82,82,83,0
87,86,86,85,85,82,82,82,83,83,0
86,86,85,85,82,82,82,83,83,84,0
86,85,85,82,82,82,83,83,84,84,0
85,85,82,82,82,83,83,84,84,84,0
85,82,82,82,83,83,84,84,84,84,0
82,82,82,83,83,84,84,84,84,82,0
82,82,83,83,84,84,84,84,82,81,0
82,83,83,84,84,84,84,82,81,81,0
83,83,84,84,84,84,82,81,81,80,0
83,84,84,84,84,82,81,81,80,80,0
84,84,84,84,82,81,81,80,80,80,0
84,84,84,82,81,81,80,80,80,80,0
84,84,82,81,81,80,80,80,80,80,0
82,81,81,80,80,80,80,80,80,79,0
81,81,80,80,80,80,80,80,79,78,0
81,80,80,80,80,80,80,79,78,77,0
80,80,80,80,80,80,79,78,77,77,0
80,80,80,80,80,79,78,77,77,77,0
80,80,80,80,79,78,77,77,77,78,0
80,80,80,79,78,77,77,77,78,79,0
80,80,79,78,77,77,77,78,79,79,0
80,79,78,77,77,77,78,79,79,79,0
79,78,77,77,77,78,79,79,79,79,0
78,77,77,77,78,79,79,79,79,79,0
77,77,77,78,79,79,79,79,79,80,0
77,77,78,79,79,79,79,79,80,82,0
77,78,79,79,79,79,79,80,82,82,0
78,79,79,79,79,79,80,82,82,83,0
79,79,79,79,79,80,82,82,83,84,0
79,79,79,79,80,82,82,83,84,85,0
79,79,79,80,82,82,83,84,85,87,0
79,79,80,82,82,83,84,85,87,87,0
79,80,82,82,83,84,85,87,87,86,0
80,82,82,83,84,85,87,87,86,86,0
82,82,83,84,85,87,87,86,86,87,0
82,83,84,85,87,87,86,86,87,87,0
83,84,85,87,87,86,86,87,87,87,0
85,87,87,86,86,87,87,87,83,86,0
87,87,86,86,87,87,87,83,86,82,0
87,86,86,87,87,87,83,86,82,82,0
86,86,87,87,87,83,86,82,82,82,0
86,87,87,87,83,86,82,82,82,81,0
87,87,87,83,86,82,82,82,81,80,0
87,87,83,86,82,82,82,81,80,76,0
87,83,86,82,82,82,81,80,76,73,0
83,86,82,82,82,81,80,76,73,72,0
86,82,82,82,81,80,76,73,72,74,0
82,82,82,81,80,76,73,72,74,74,0
82,82,81,80,76,73,72,74,74,75,0
82,81,80,76,73,72,74,74,75,77,0
81,80,76,73,72,74,74,75,77,77,0
80,76,73,72,74,74,75,77,77,77,0
76,73,72,74,74,75,77,77,77,77,0
73,72,74,74,75,77,77,77,77,77,0
72,74,74,75,77,77,77,77,77,77,0
74,74,75,77,77,77,77,77,77,77,0
74,75,77,77,77,77,77,77,77,77,0
75,77,77,77,77,77,77,77,77,76,0
77,77,77,77,77,77,77,77,76,76,0
77,77,77,77,77,77,77,76,76,75,0
77,77,77,77,77,77,76,76,75,74,0
77,77,77,77,77,76,76,75,74,75,0
77,77,77,77,76,76,75,74,75,75,0
77,77,77,76,76,75,74,75,75,75,0
77,77,76,76,75,74,75,75,75,74,0
77,76,76,75,74,75,75,75,74,73,0
76,76,75,74,75,75,75,74,73,73,0
76,75,74,75,75,75,74,73,73,74,0
75,74,75,75,75,74,73,73,74,75,0
74,75,75,75,74,73,73,74,75,76,0
75,75,75,74,73,73,74,75,76,75,0
75,75,74,73,73,74,75,76,75,75,0
75,74,73,73,74,75,76,75,75,75,0
74,73,73,74,75,76,75,75,75,74,0
73,73,74,75,76,75,75,75,74,74,0
73,74,75,76,75,75,75,74,74,74,0
74,75,76,75,75,75,74,74,74,75,0
75,76,75,75,75,74,74,74,75,75,0
76,75,75,75,74,74,74,75,75,76,0
75,75,75,74,74,74,75,75,76,76,0
75,75,74,74,74,75,75,76,76,75,0
75,74,74,74,75,75,76,76,75,75,0
74,74,74,75,75,76,76,75,75,74,0
74,74,75,75,76,76,75,75,74,74,0
74,75,75,76,76,75,75,74,74,73,0
75,75,76,76,75,75,74,74,73,73,0
75,76,76,75,75,74,74,73,73,73,0
76,76,75,75,74,74,73,73,73,73,0
76,75,75,74,74,73,73,73,73,73,0
75,75,74,74,73,73,73,73,73,73,0
75,74,74,73,73,73,73,73,73,74,0
74,74,73,73,73,73,73,73,74,74,0
74,73,73,73,73,73,73,74,74,73,0
73,73,73,73,73,73,74,74,73,73,0
73,73,73,73,73,74,74,73,73,73,0
73,73,73,73,74,74,73,73,73,73,0
73,73,73,74,74,73,73,73,73,74,0
73,73,74,74,73,73,73,73,74,75,0
73,74,74,73,73,73,73,74,75,75,0
74,74,73,73,73,73,74,75,75,75,0
74,73,73,73,73,74,75,75,75,75,0
73,73,73,73,74,75,75,75,75,74,0
73,73,73,74,75,75,75,75,74,73,0
73,73,74,75,75,75,75,74,73,73,0
73,74,75,75,75,75,74,73,73,72,0
74,75,75,75,75,74,73,73,72,72,0
75,75,75,75,74,73,73,72,72,73,0
75,75,75,74,73,73,72,72,73,73,0
75,75,74,73,73,72,72,73,73,73,0
75,74,73,73,72,72,73,73,73,73,0
74,73,73,72,72,73,73,73,73,72,0
73,73,72,72,73,73,73,73,72,73,0
73,72,72,73,73,73,73,72,73,73,0
72,72,73,73,73,73,72,73,73,73,0
72,73,73,73,73,72,73,73,73,72,0
73,73,73,73,72,73,73,73,72,72,0
73,73,73,72,73,73,73,72,72,72,0
73,73,72,73,73,73,72,72,72,72,0
73,72,73,73,73,72,72,72,72,71,0
72,73,73,73,72,72,72,72,71,71,0
73,73,73,72,72,72,72,71,71,71,0
73,73,72,72,72,72,71,71,71,73,0
73,72,72,72,72,71,71,71,73,73,0
72,72,72,72,71,71,71,73,73,73,0
72,72,72,71,71,71,73,73,73,74,0
72,72,71,71,71,73,73,73,74,74,0
72,71,71,71,73,73,73,74,74,75,0
71,71,71,73,73,73,74,74,75,75,0
71,71,73,73,73,74,74,75,75,75,0
71,73,73,73,74,74,75,75,75,74,0
73,73,73,74,74,75,75,75,74,74,0
73,73,74,74,75,75,75,74,74,74,0
73,74,74,75,75,75,74,74,74,74,0
74,74,75,75,75,74,74,74,74,75,0
74,75,75,75,74,74,74,74,75,76,0
75,75,75,74,74,74,74,75,76,77,0
75,75,74,74,74,74,75,76,77,78,0
75,74,74,74,74,75,76,77,78,78,0
74,74,74,74,75,76,77,78,78,77,0
74,74,74,75,76,77,78,78,77,77,0
74,74,75,76,77,78,78,77,77,77,0
74,75,76,77,78,78,77,77,77,77,0
75,76,77,78,78,77,77,77,77,77,0
76,77,78,78,77,77,77,77,77,77,0
77,78,78,77,77,77,77,77,77,77,0
78,78,77,77,77,77,77,77,77,77,0
78,77,77,77,77,77,77,77,77,76,0
77,77,77,77,77,77,77,77,76,76,0
77,77,77,77,77,77,77,76,76,76,0
77,77,77,77,77,77,76,76,76,76,0
77,77,77,77,77,76,76,76,76,77,0
77,77,77,77,76,76,76,76,77,77,0
77,77,77,76,76,76,76,77,77,77,0
77,77,76,76,76,76,77,77,77,77,0
77,76,76,76,76,77,77,77,77,77,0
76,76,76,76,77,77,77,77,77,79,0
76,76,76,77,77,77,77,77,79,81,0
76,76,77,77,77,77,77,79,81,81,0
76,77,77,77,77,77,79,81,81,82,0
77,77,77,77,77,79,81,81,82,82,0
77,77,77,77,79,81,81,82,82,81,0
77,77,77,79,81,81,82,82,81,81,0
77,77,79,81,81,82,82,81,81,80,0
77,79,81,81,82,82,81,81,80,80,0
79,81,81,82,82,81,81,80,80,80,0
81,81,82,82,81,81,80,80,80,80,0
81,82,82,81,81,80,80,80,80,80,0
82,82,81,81,80,80,80,80,80,80,0
82,81,81,80,80,80,80,80,80,80,0
81,81,80,80,80,80,80,80,80,80,0
81,80,80,80,80,80,80,80,80,80,0
80,80,80,80,80,80,80,80,80,80,0
80,80,80,80,80,80,80,80,80,80,0
80,80,80,80,80,80,80,80,80,80,0
80,80,80,80,80,80,80,80,80,79,0
80,80,80,80,80,80,80,80,79,79,0
80,80,80,80,80,80,80,79,79,79,0
80,80,80,80,80,80,79,79,79,79,0
80,80,80,80,80,79,79,79,79,79,0
80,80,80,80,79,79,79,79,79,79,0
80,80,80,79,79,79,79,79,79,79,0
80,80,79,79,79,79,79,79,79,79,0
80,79,79,79,79,79,79,79,79,79,0
79,79,79,79,79,79,79,79,79,79,0
79,79,79,79,79,79,79,79,79,79,0
79,79,79,79,79,79,79,79,79,79,0
79,79,79,79,79,79,79,79,79,80,0
79,79,79,79,79,79,79,79,80,80,0
79,79,79,79,79,79,79,80,80,81,0
79,79,79,79,79,79,80,80,81,81,0
79,79,79,79,79,80,80,81,81,81,0
79,79,79,79,80,80,81,81,81,82,0
79,79,79,80,80,81,81,81,82,82,0
79,79,80,80,81,81,81,82,82,82,0
79,80,80,81,81,81,82,82,82,82,0
80,80,81,81,81,82,82,82,82,80,0
80,81,81,81,82,82,82,82,80,80,0
81,81,81,82,82,82,82,80,80,80,0
81,81,82,82,82,82,80,80,80,80,0
81,82,82,82,82,80,80,80,80,80,0
82,82,82,82,80,80,80,80,80,80,0
82,82,82,80,80,80,80,80,80,80,0
82,82,80,80,80,80,80,80,80,79,0
82,80,80,80,80,80,80,80,79,79,0
80,80,80,80,80,80,80,79,79,79,0
80,80,80,80,80,80,79,79,79,78,0
80,80,80,80,80,79,79,79,78,78,0
80,80,80,80,79,79,79,78,78,78,0
80,80,80,79,79,79,78,78,78,78,0
80,80,79,79,79,78,78,78,78,78,0
80,79,79,79,78,78,78,78,78,78,0
79,79,79,78,78,78,78,78,78,78,0
79,79,78,78,78,78,78,78,78,78,0
79,78,78,78,78,78,78,78,78,78,0
78,78,78,78,78,78,78,78,78,79,0
78,78,78,78,78,78,78,78,79,79,0
78,78,78,78,78,78,78,79,79,79,0
78,78,78,78,78,78,79,79,79,79,0
78,78,78,78,78,79,79,79,79,79,0
78,78,78,78,79,79,79,79,79,78,0
78,78,78,79,79,79,79,79,78,77,0
78,78,79,79,79,79,79,78,77,77,0
78,79,79,79,79,79,78,77,77,77,0
79,79,79,79,79,78,77,77,77,76,0
79,79,79,79,78,77,77,77,76,76,0
79,79,79,78,77,77,77,76,76,76,0
79,79,78,77,77,77,76,76,76,77,0
79,78,77,77,77,76,76,76,77,76,0
78,77,77,77,76,76,76,77,76,76,0
77,77,77,76,76,76,77,76,76,76,0
77,77,76,76,76,77,76,76,76,76,0
77,76,76,76,77,76,76,76,76,76,0
76,76,76,77,76,76,76,76,76,77,0
76,76,77,76,76,76,76,76,77,77,0
76,77,76,76,76,76,76,77,77,77,0
77,76,76,76,76,76,77,77,77,78,0
76,76,76,76,76,77,77,77,78,78,0
76,76,76,76,77,77,77,78,78,79,0
76,76,76,77,77,77,78,78,79,80,0
76,76,77,77,77,78,78,79,80,80,0
76,77,77,77,78,78,79,80,80,81,0
77,77,77,78,78,79,80,80,81,81,0
77,77,78,78,79,80,80,81,81,81,0
77,78,78,79,80,80,81,81,81,81,0
